pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
The Godfather,Crimen,0.96,-1.12,-1.16,0.49,0.02,-0.25
The Lord of the Rings,Fantasia,1.1,-0.37,-0.55,-1.25,-1.2,-1.69
The Lord of the Rings,Fantasia,1.1,-1.07,-1.12,0.49,-1.22,-1.69
Avengers: Endgame,Accion,1.23,2.62,1.85,-1.25,0.42,1.18
Interstellar,Ciencia Ficcion,0.69,-0.62,-0.71,-0.38,-0.24,-0.25
La La Land,Musical,-1.15,-1.3,-1.2,0.06,0.26,-0.25
Titanic,Romance,1.86,0.23,-0.18,0.49,-0.77,-1.69
Titanic,Romance,1.86,0.03,-0.33,0.92,1.57,1.18
La La Land,Musical,-1.15,1.16,1.61,-0.38,-0.4,1.18
The Dark Knight,Accion,-0.07,1.19,1.13,0.92,1.69,1.18
Pulp Fiction,Crimen,0.02,-1.47,-1.43,-1.25,-0.19,-0.25
Inception,Ciencia Ficcion,-0.25,-1.37,-1.33,1.36,1.69,1.18
Forrest Gump,Drama,-0.52,0.44,0.54,-0.81,-0.58,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.06,-1.22,1.18
The Shawshank Redemption,Suspenso,-0.43,0.66,0.74,1.79,1.69,1.18
Forrest Gump,Drama,-0.52,0.61,0.72,0.49,0.14,-0.25
Gladiator,Accion,0.06,-1.37,-1.34,0.06,1.69,1.18
The Dark Knight,Accion,-0.07,-0.14,-0.15,0.92,0.42,-0.25
Coco,Infantil,-2.18,-0.62,-0.18,-1.25,0.63,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.92,1.09,1.18
Fight Club,Drama,-0.65,-1.1,-1.02,-0.38,1.39,1.18
Titanic,Romance,1.86,0.94,0.34,0.06,-0.45,-0.25
The Godfather,Crimen,0.96,1.11,0.71,-0.81,1.66,1.18
The Lord of the Rings,Fantasia,1.1,-0.02,-0.26,-0.38,-0.86,-1.69
The Lord of the Rings,Fantasia,1.1,-0.9,-0.98,-1.25,-0.33,-1.69
Coco,Infantil,-2.18,1.01,2.09,0.92,0.78,1.18
The Dark Knight,Accion,-0.07,0.96,0.91,0.92,0.88,1.18
The Godfather,Crimen,0.96,0.06,-0.17,0.06,-1.05,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.54,-0.48,0.49,1.04,1.18
Pulp Fiction,Crimen,0.02,-0.12,-0.15,0.92,-0.36,-0.25
La La Land,Musical,-1.15,-0.9,-0.75,0.49,0.71,-0.25
Forrest Gump,Drama,-0.52,-0.27,-0.18,-1.25,-0.4,-0.25
Avengers: Endgame,Accion,1.23,-0.34,-0.54,-1.25,-0.13,-0.25
Inception,Ciencia Ficcion,-0.25,0.69,0.7,-0.81,0.55,-0.25
La La Land,Musical,-1.15,1.59,2.09,-1.25,0.26,1.18
The Shawshank Redemption,Suspenso,-0.43,0.06,0.13,-0.81,-0.89,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.77,-0.71,0.49,-0.61,-1.69
Forrest Gump,Drama,-0.52,0.49,0.59,2.23,-1.02,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.44,-0.38,-1.25,1.69,1.18
Avengers: Endgame,Accion,1.23,-0.01,-0.27,-0.38,-0.33,-0.25
Fight Club,Drama,-0.65,-1.1,-1.02,0.49,1.58,1.18
Fight Club,Drama,-0.65,-1.3,-1.23,0.49,0.09,-0.25
The Lord of the Rings,Fantasia,1.1,-0.64,-0.77,-0.38,1.47,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.82,-0.71,0.92,-1.08,-1.69
The Matrix,Ciencia Ficcion,-0.79,-0.97,-0.88,-1.25,-1.21,-1.69
Fight Club,Drama,-0.65,-0.39,-0.28,0.92,-0.23,-0.25
Interstellar,Ciencia Ficcion,0.69,0.74,0.46,-1.25,-0.04,-0.25
Pulp Fiction,Crimen,0.02,-1.5,-1.46,0.06,-0.56,-1.69
The Godfather,Crimen,0.96,0.74,0.39,0.49,1.64,1.18
La La Land,Musical,-1.15,0.03,0.32,0.06,0.37,-0.25
Coco,Infantil,-2.18,-0.17,0.45,1.36,-0.79,-0.25
Pulp Fiction,Crimen,0.02,-0.04,-0.08,0.92,0.26,-0.25
Coco,Infantil,-2.18,0.49,1.36,0.49,-0.88,1.18
Gladiator,Accion,0.06,-0.24,-0.27,-0.38,0.96,1.18
The Shawshank Redemption,Suspenso,-0.43,1.16,1.25,0.49,-1.4,-0.25
Inception,Ciencia Ficcion,-0.25,-0.32,-0.29,0.49,-0.32,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.59,0.67,-0.38,0.42,-0.25
Pulp Fiction,Crimen,0.02,-0.92,-0.91,0.92,-0.2,-0.25
The Lord of the Rings,Fantasia,1.1,-0.37,-0.55,0.92,-0.39,-0.25
Fight Club,Drama,-0.65,-0.74,-0.65,-1.25,0.08,-0.25
Coco,Infantil,-2.18,-0.14,0.48,3.09,-0.57,-0.25
Titanic,Romance,1.86,1.69,0.91,2.66,0.43,-0.25
Forrest Gump,Drama,-0.52,-0.01,0.08,-0.38,-1.36,-0.25
Gladiator,Accion,0.06,-0.92,-0.91,-1.25,-1.72,-1.69
Fight Club,Drama,-0.65,0.81,0.98,-1.25,-0.29,-0.25
Pulp Fiction,Crimen,0.02,-0.44,-0.46,-1.25,1.18,1.18
The Lord of the Rings,Fantasia,1.1,0.01,-0.24,-0.81,-1.5,-1.69
Forrest Gump,Drama,-0.52,-1.5,-1.45,-1.25,-0.08,-0.25
Avengers: Endgame,Accion,1.23,-0.17,-0.4,1.79,0.63,1.18
Inception,Ciencia Ficcion,-0.25,0.99,1.0,-0.81,-0.16,-0.25
Titanic,Romance,1.86,-0.24,-0.54,-1.25,1.12,1.18
Coco,Infantil,-2.18,-1.2,-0.98,-1.25,1.24,1.18
Pulp Fiction,Crimen,0.02,-1.07,-1.05,-0.38,1.21,1.18
La La Land,Musical,-1.15,-1.02,-0.89,-1.25,-1.31,-1.69
The Godfather,Crimen,0.96,1.69,1.19,-0.81,-1.07,-0.25
The Dark Knight,Accion,-0.07,-0.82,-0.8,0.06,-0.19,-1.69
Forrest Gump,Drama,-0.52,1.11,1.24,-0.38,-1.22,-0.25
Pulp Fiction,Crimen,0.02,0.16,0.12,-0.38,-1.17,-0.25
The Lord of the Rings,Fantasia,1.1,-0.39,-0.57,-0.38,-0.32,-0.25
Fight Club,Drama,-0.65,0.96,1.14,-0.38,0.98,1.18
The Godfather,Crimen,0.96,-0.77,-0.86,-1.25,-0.69,-1.69
Interstellar,Ciencia Ficcion,0.69,1.77,1.35,1.79,-0.22,-0.25
Forrest Gump,Drama,-0.52,-0.72,-0.65,-0.81,0.03,-0.25
Titanic,Romance,1.86,0.18,-0.22,0.49,0.36,-0.25
The Godfather,Crimen,0.96,-0.62,-0.74,-0.81,1.0,1.18
The Lord of the Rings,Fantasia,1.1,-1.25,-1.27,-0.81,1.69,1.18
Fight Club,Drama,-0.65,1.87,2.09,0.49,-1.39,1.18
Pulp Fiction,Crimen,0.02,1.89,1.76,-0.81,0.84,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.09,-0.02,0.49,-1.21,-0.25
Inception,Ciencia Ficcion,-0.25,-0.87,-0.83,0.49,-1.1,-1.69
The Lord of the Rings,Fantasia,1.1,-1.22,-1.25,0.06,-1.72,-1.69
Titanic,Romance,1.86,2.22,1.3,0.06,-0.84,-0.25
La La Land,Musical,-1.15,-0.69,-0.52,0.06,1.69,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.52,-0.46,-1.25,0.36,-0.25
Titanic,Romance,1.86,0.08,-0.3,0.06,-0.47,-1.69
The Dark Knight,Accion,-0.07,0.06,0.04,-0.38,-0.91,-0.25
Titanic,Romance,1.86,0.28,-0.15,-0.38,-1.64,-1.69
The Godfather,Crimen,0.96,-0.77,-0.86,-0.38,1.43,1.18
The Dark Knight,Accion,-0.07,-0.64,-0.64,-0.38,-1.39,-1.69
Inception,Ciencia Ficcion,-0.25,-0.74,-0.71,-0.38,-0.06,-0.25
The Godfather,Crimen,0.96,0.51,0.21,0.92,0.07,-0.25
Avengers: Endgame,Accion,1.23,1.01,0.55,0.49,0.74,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.25,-1.17,-0.81,-1.45,-1.69
Fight Club,Drama,-0.65,-0.69,-0.6,1.79,0.02,-0.25
The Godfather,Crimen,0.96,-1.35,-1.35,0.92,0.12,-0.25
The Lord of the Rings,Fantasia,1.1,-0.01,-0.25,0.49,-0.98,-1.69
La La Land,Musical,-1.15,-1.12,-1.0,-0.81,0.04,-0.25
Fight Club,Drama,-0.65,0.03,0.17,-0.81,0.81,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.95,-0.89,0.49,1.55,1.18
Gladiator,Accion,0.06,0.74,0.65,-0.38,1.33,1.18
Forrest Gump,Drama,-0.52,-0.19,-0.1,-1.25,-1.44,-0.25
Gladiator,Accion,0.06,-1.37,-1.34,-1.25,-1.52,-1.69
Pulp Fiction,Crimen,0.02,0.59,0.52,-1.25,0.15,-0.25
Forrest Gump,Drama,-0.52,-0.37,-0.28,0.49,1.68,1.18
Titanic,Romance,1.86,-0.19,-0.5,0.06,-1.15,-1.69
La La Land,Musical,-1.15,0.06,0.34,-1.25,0.69,1.18
Coco,Infantil,-2.18,0.89,1.92,-1.25,-0.69,1.18
Forrest Gump,Drama,-0.52,-0.62,-0.54,0.49,-1.45,-1.69
The Lord of the Rings,Fantasia,1.1,0.26,-0.03,-0.38,-0.8,-0.25
The Lord of the Rings,Fantasia,1.1,0.38,0.07,1.79,-0.99,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.39,-0.51,-0.81,-0.47,-0.25
Forrest Gump,Drama,-0.52,1.94,2.09,0.06,1.69,1.18
Inception,Ciencia Ficcion,-0.25,1.24,1.25,2.66,-0.53,-0.25
Gladiator,Accion,0.06,1.39,1.26,-0.38,-1.43,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.13,0.21,-0.81,-0.31,-0.25
Avengers: Endgame,Accion,1.23,0.91,0.47,-0.81,1.17,1.18
Fight Club,Drama,-0.65,-0.95,-0.86,2.66,-0.35,-0.25
Pulp Fiction,Crimen,0.02,1.06,0.97,0.49,-0.61,-0.25
Forrest Gump,Drama,-0.52,1.94,2.09,-1.25,0.45,1.18
Pulp Fiction,Crimen,0.02,-0.39,-0.41,0.92,-1.14,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.22,-0.15,0.49,0.63,-0.25
Pulp Fiction,Crimen,0.02,-0.72,-0.72,0.49,-1.0,-1.69
Titanic,Romance,1.86,-0.44,-0.69,-0.81,-1.72,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.9,-0.84,-1.25,-1.5,-1.69
Titanic,Romance,1.86,-1.55,-1.52,-0.81,-0.73,-1.69
Forrest Gump,Drama,-0.52,-0.12,-0.03,1.79,-0.41,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.02,0.05,0.06,-1.08,-0.25
La La Land,Musical,-1.15,1.59,2.09,-1.25,-1.34,1.18
Forrest Gump,Drama,-0.52,0.69,0.8,-1.25,0.19,-0.25
Avengers: Endgame,Accion,1.23,0.13,-0.16,-0.38,-1.63,-1.69
Titanic,Romance,1.86,-1.6,-1.56,-1.25,-0.85,-1.69
La La Land,Musical,-1.15,-1.47,-1.4,0.49,-1.72,-1.69
Interstellar,Ciencia Ficcion,0.69,-1.45,-1.42,0.49,-0.89,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.57,-0.67,1.36,-1.72,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.17,-0.1,-1.25,0.91,-0.25
The Lord of the Rings,Fantasia,1.1,0.06,-0.2,1.36,0.77,1.18
Avengers: Endgame,Accion,1.23,-1.37,-1.37,0.92,0.18,-0.25
La La Land,Musical,-1.15,-1.07,-0.95,-0.38,0.97,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.1,-1.12,0.06,0.99,1.18
Fight Club,Drama,-0.65,-1.35,-1.29,0.49,-0.28,-0.25
The Lord of the Rings,Fantasia,1.1,1.04,0.61,0.49,-0.29,-0.25
La La Land,Musical,-1.15,-0.82,-0.66,0.92,0.96,1.18
Fight Club,Drama,-0.65,0.74,0.9,0.06,-0.43,-0.25
Avengers: Endgame,Accion,1.23,-0.69,-0.83,-1.25,0.42,-0.25
Avengers: Endgame,Accion,1.23,-0.85,-0.95,1.36,-0.3,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.15,-1.16,0.49,-1.37,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.59,-0.69,2.66,-1.12,-1.69
The Matrix,Ciencia Ficcion,-0.79,-1.12,-1.04,0.06,-1.69,-1.69
The Matrix,Ciencia Ficcion,-0.79,0.11,0.28,0.49,-0.53,-0.25
Forrest Gump,Drama,-0.52,0.03,0.13,0.92,-0.38,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.25,-1.19,-1.25,-0.96,-1.69
The Dark Knight,Accion,-0.07,-0.77,-0.76,0.49,-1.72,-1.69
La La Land,Musical,-1.15,-0.67,-0.49,0.49,0.5,-0.25
The Dark Knight,Accion,-0.07,2.07,1.97,1.36,-0.96,1.18
Interstellar,Ciencia Ficcion,0.69,-0.32,-0.45,0.06,0.82,1.18
Pulp Fiction,Crimen,0.02,0.01,-0.03,0.49,-0.44,-0.25
Interstellar,Ciencia Ficcion,0.69,0.03,-0.14,1.79,1.24,1.18
Avengers: Endgame,Accion,1.23,-0.77,-0.89,0.06,-0.51,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.06,0.23,0.92,0.68,1.18
Forrest Gump,Drama,-0.52,-1.52,-1.47,0.06,0.55,-0.25
Avengers: Endgame,Accion,1.23,0.56,0.19,-1.25,-1.66,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.9,-0.95,-0.38,0.74,-0.25
Gladiator,Accion,0.06,0.13,0.08,-0.81,-1.62,-0.25
The Lord of the Rings,Fantasia,1.1,-1.17,-1.21,0.49,-0.61,-0.25
Coco,Infantil,-2.18,1.01,2.09,-1.25,-0.75,1.18
Avengers: Endgame,Accion,1.23,-1.5,-1.48,-1.25,0.34,-0.25
Pulp Fiction,Crimen,0.02,-1.02,-1.01,1.36,0.24,-0.25
Gladiator,Accion,0.06,-1.0,-0.99,-1.25,-1.18,-1.69
Forrest Gump,Drama,-0.52,0.06,0.15,-0.81,-0.29,-0.25
La La Land,Musical,-1.15,0.13,0.43,0.92,0.25,-0.25
Forrest Gump,Drama,-0.52,-1.37,-1.32,0.49,-0.96,-1.69
Fight Club,Drama,-0.65,-1.45,-1.39,0.06,-1.72,-1.69
The Godfather,Crimen,0.96,1.06,0.67,0.92,-0.79,-0.25
Gladiator,Accion,0.06,1.26,1.15,0.49,-0.65,-0.25
Fight Club,Drama,-0.65,0.26,0.4,1.36,-1.18,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.92,-0.82,0.92,-1.47,-1.69
Inception,Ciencia Ficcion,-0.25,-0.54,-0.51,0.49,-0.44,-1.69
Pulp Fiction,Crimen,0.02,-0.92,-0.91,0.06,1.61,1.18
The Lord of the Rings,Fantasia,1.1,-0.17,-0.38,0.49,0.39,-0.25
Inception,Ciencia Ficcion,-0.25,0.76,0.78,-0.81,1.36,1.18
The Shawshank Redemption,Suspenso,-0.43,1.99,2.09,-0.38,-1.31,1.18
Titanic,Romance,1.86,-0.22,-0.52,-0.38,-0.87,-1.69
Coco,Infantil,-2.18,0.84,1.85,-1.25,-1.07,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,1.36,-1.72,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.07,0.1,-1.25,1.05,1.18
Inception,Ciencia Ficcion,-0.25,-0.67,-0.63,-1.25,-1.22,-1.69
Gladiator,Accion,0.06,-0.52,-0.54,-0.81,-0.91,-1.69
The Godfather,Crimen,0.96,0.36,0.08,0.49,-1.24,-0.25
The Lord of the Rings,Fantasia,1.1,1.04,0.61,-1.25,0.37,-0.25
Gladiator,Accion,0.06,0.99,0.89,-1.25,-1.5,-0.25
Inception,Ciencia Ficcion,-0.25,-0.52,-0.49,0.49,-0.61,-1.69
The Lord of the Rings,Fantasia,1.1,1.06,0.63,0.49,1.53,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.97,-0.91,-1.25,-0.96,-1.69
Coco,Infantil,-2.18,0.44,1.29,-0.81,0.66,-0.25
Coco,Infantil,-2.18,-1.0,-0.7,-1.25,-1.72,-1.69
Gladiator,Accion,0.06,-1.5,-1.46,-0.38,-0.08,-0.25
The Dark Knight,Accion,-0.07,-1.32,-1.29,-1.25,-0.8,-1.69
Gladiator,Accion,0.06,1.51,1.38,-1.25,-1.35,1.18
Forrest Gump,Drama,-0.52,-0.01,0.08,-1.25,-0.41,-0.25
Titanic,Romance,1.86,-0.72,-0.9,0.06,-1.0,-1.69
Fight Club,Drama,-0.65,-1.22,-1.15,0.49,0.7,-0.25
La La Land,Musical,-1.15,-0.04,0.23,-1.25,0.1,-0.25
Pulp Fiction,Crimen,0.02,2.24,2.09,-0.81,0.12,1.18
Titanic,Romance,1.86,-1.02,-1.13,-1.25,1.47,1.18
Gladiator,Accion,0.06,0.31,0.25,-0.81,0.17,-0.25
The Godfather,Crimen,0.96,0.56,0.25,0.92,0.24,-0.25
Coco,Infantil,-2.18,-0.47,0.03,0.49,-0.71,-0.25
Avengers: Endgame,Accion,1.23,1.64,1.06,-1.25,1.18,1.18
Titanic,Romance,1.86,0.61,0.1,0.06,-0.61,-0.25
Coco,Infantil,-2.18,1.01,2.09,-0.81,-0.8,1.18
The Lord of the Rings,Fantasia,1.1,0.89,0.48,0.92,1.41,1.18
The Godfather,Crimen,0.96,-0.69,-0.8,-0.38,-0.39,-0.25
Titanic,Romance,1.86,1.01,0.4,0.06,0.44,1.18
The Lord of the Rings,Fantasia,1.1,2.37,1.7,0.06,-1.39,1.18
La La Land,Musical,-1.15,-0.72,-0.55,0.92,1.69,1.18
Gladiator,Accion,0.06,-0.29,-0.32,-1.25,-0.97,-1.69
The Lord of the Rings,Fantasia,1.1,2.09,1.47,0.92,-1.47,1.18
Interstellar,Ciencia Ficcion,0.69,-1.25,-1.25,-0.81,1.55,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.1,-1.01,0.92,0.21,-0.25
Titanic,Romance,1.86,1.59,0.83,-1.25,1.57,1.18
La La Land,Musical,-1.15,-0.59,-0.4,-0.38,1.33,1.18
Gladiator,Accion,0.06,0.11,0.06,3.09,0.2,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.74,0.96,1.36,0.14,-0.25
The Dark Knight,Accion,-0.07,-0.54,-0.54,0.06,1.69,1.18
The Lord of the Rings,Fantasia,1.1,-1.05,-1.1,-0.81,0.77,-0.25
Inception,Ciencia Ficcion,-0.25,0.84,0.85,-1.25,-0.98,-0.25
The Dark Knight,Accion,-0.07,1.44,1.37,1.36,0.21,1.18
Coco,Infantil,-2.18,-1.6,-1.54,1.79,-1.32,-1.69
Gladiator,Accion,0.06,-0.14,-0.18,-1.25,-1.23,-1.69
The Godfather,Crimen,0.96,-1.22,-1.24,-1.25,-0.1,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.9,-0.95,-0.38,-1.63,-1.69
The Shawshank Redemption,Suspenso,-0.43,1.87,1.97,1.79,0.92,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.69,-0.58,0.49,-0.63,-0.25
Fight Club,Drama,-0.65,1.09,1.27,0.06,-1.66,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,0.06,1.54,1.18
Forrest Gump,Drama,-0.52,0.74,0.85,1.36,-0.09,-0.25
Coco,Infantil,-2.18,0.49,1.36,-0.81,-1.72,1.18
Avengers: Endgame,Accion,1.23,0.18,-0.12,0.06,0.68,-0.25
Avengers: Endgame,Accion,1.23,-0.14,-0.38,1.36,0.24,-0.25
Pulp Fiction,Crimen,0.02,-1.15,-1.12,1.36,-0.94,-1.69
Gladiator,Accion,0.06,0.36,0.29,-0.81,1.41,1.18
The Dark Knight,Accion,-0.07,-0.92,-0.9,0.49,-0.11,-0.25
Fight Club,Drama,-0.65,-0.17,-0.05,3.09,1.23,1.18
The Godfather,Crimen,0.96,0.16,-0.09,0.92,0.38,-0.25
La La Land,Musical,-1.15,0.81,1.2,-0.81,0.04,-0.25
The Godfather,Crimen,0.96,1.26,0.83,-0.81,0.69,-0.25
The Godfather,Crimen,0.96,-1.07,-1.12,0.06,1.04,1.18
The Shawshank Redemption,Suspenso,-0.43,0.49,0.56,-0.81,0.5,-0.25
Forrest Gump,Drama,-0.52,-0.8,-0.72,0.49,-1.21,-1.69
Avengers: Endgame,Accion,1.23,0.06,-0.22,0.49,1.54,1.18
The Godfather,Crimen,0.96,1.51,1.04,1.79,0.89,1.18
La La Land,Musical,-1.15,-1.12,-1.0,0.92,1.05,1.18
La La Land,Musical,-1.15,-1.07,-0.95,3.53,1.36,1.18
The Lord of the Rings,Fantasia,1.1,-0.39,-0.57,0.49,-0.26,-0.25
La La Land,Musical,-1.15,0.66,1.03,1.79,0.98,-0.25
Avengers: Endgame,Accion,1.23,1.26,0.75,0.92,-1.2,-0.25
The Godfather,Crimen,0.96,0.44,0.14,1.36,0.23,-0.25
La La Land,Musical,-1.15,1.44,1.92,1.36,-0.01,1.18
Gladiator,Accion,0.06,-1.42,-1.39,3.09,1.69,1.18
Forrest Gump,Drama,-0.52,-1.02,-0.96,0.49,-0.57,-0.25
Titanic,Romance,1.86,1.79,0.98,-1.25,-0.35,-0.25
Interstellar,Ciencia Ficcion,0.69,0.23,0.03,1.36,0.54,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.42,-1.4,-1.25,-1.64,-1.69
Forrest Gump,Drama,-0.52,-1.47,-1.42,-0.81,1.69,1.18
Pulp Fiction,Crimen,0.02,-0.69,-0.7,0.06,-0.33,-1.69
The Shawshank Redemption,Suspenso,-0.43,0.64,0.72,-1.25,-1.61,-0.25
Coco,Infantil,-2.18,0.38,1.22,0.49,0.86,-0.25
Coco,Infantil,-2.18,-1.47,-1.37,0.49,-0.25,-0.25
Fight Club,Drama,-0.65,-0.17,-0.05,-1.25,1.69,1.18
Avengers: Endgame,Accion,1.23,-1.57,-1.54,-0.81,-0.27,-0.25
The Lord of the Rings,Fantasia,1.1,-0.92,-1.0,0.49,-0.98,-1.69
The Matrix,Ciencia Ficcion,-0.79,-0.52,-0.39,3.09,1.5,1.18
Gladiator,Accion,0.06,1.36,1.24,-0.38,-0.35,-0.25
Inception,Ciencia Ficcion,-0.25,-0.32,-0.29,0.49,0.58,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.2,-1.21,-0.81,0.88,1.18
Titanic,Romance,1.86,-1.07,-1.16,0.06,-0.91,-1.69
Forrest Gump,Drama,-0.52,0.21,0.31,0.06,-1.72,-0.25
Fight Club,Drama,-0.65,1.87,2.09,-0.81,-0.59,1.18
Forrest Gump,Drama,-0.52,0.81,0.93,-0.38,1.22,1.18
The Matrix,Ciencia Ficcion,-0.79,0.74,0.96,0.06,1.3,1.18
Fight Club,Drama,-0.65,-0.92,-0.84,-0.81,1.56,1.18
Interstellar,Ciencia Ficcion,0.69,0.94,0.64,-0.38,1.1,1.18
The Godfather,Crimen,0.96,-1.22,-1.24,0.92,1.19,1.18
The Lord of the Rings,Fantasia,1.1,0.46,0.13,-1.25,0.26,-0.25
Forrest Gump,Drama,-0.52,0.69,0.8,0.92,-1.27,-0.25
The Lord of the Rings,Fantasia,1.1,-0.52,-0.67,-1.25,1.31,1.18
The Lord of the Rings,Fantasia,1.1,-0.47,-0.63,-0.81,1.69,1.18
The Lord of the Rings,Fantasia,1.1,-0.57,-0.71,-0.81,1.17,1.18
Titanic,Romance,1.86,0.46,-0.01,-0.38,1.69,1.18
Inception,Ciencia Ficcion,-0.25,1.09,1.1,0.06,-1.27,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.95,-0.99,-1.25,1.07,1.18
The Lord of the Rings,Fantasia,1.1,0.71,0.34,1.36,-0.28,-0.25
Titanic,Romance,1.86,1.14,0.49,-0.38,-1.01,-0.25
The Dark Knight,Accion,-0.07,0.64,0.6,-1.25,-1.72,-0.25
Avengers: Endgame,Accion,1.23,-1.02,-1.09,1.36,0.82,-0.25
Coco,Infantil,-2.18,-1.17,-0.95,-0.81,-1.17,-1.69
Inception,Ciencia Ficcion,-0.25,1.01,1.03,1.36,1.2,1.18
Pulp Fiction,Crimen,0.02,0.03,-0.0,-0.81,0.56,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.82,-0.76,-0.38,-0.18,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.02,-0.19,1.36,-0.17,-0.25
The Godfather,Crimen,0.96,-0.77,-0.86,0.92,1.69,1.18
La La Land,Musical,-1.15,-0.85,-0.69,-1.25,-0.73,-0.25
Interstellar,Ciencia Ficcion,0.69,0.26,0.05,-0.38,1.39,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,0.92,0.21,1.18
Fight Club,Drama,-0.65,-0.27,-0.15,0.92,-1.21,-1.69
Avengers: Endgame,Accion,1.23,0.81,0.39,0.92,0.79,-0.25
Coco,Infantil,-2.18,-0.42,0.1,0.06,0.01,-0.25
Forrest Gump,Drama,-0.52,1.19,1.32,0.49,0.94,-0.25
The Lord of the Rings,Fantasia,1.1,-1.5,-1.47,-0.81,0.15,-0.25
Fight Club,Drama,-0.65,-1.45,-1.39,-0.38,0.18,-0.25
Fight Club,Drama,-0.65,-1.0,-0.92,-0.38,1.41,1.18
The Lord of the Rings,Fantasia,1.1,-0.22,-0.42,-0.81,-1.21,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.49,-0.6,0.49,-1.46,-1.69
The Lord of the Rings,Fantasia,1.1,-0.02,-0.26,-1.25,0.09,-0.25
Avengers: Endgame,Accion,1.23,-0.09,-0.34,-0.38,0.75,-0.25
Coco,Infantil,-2.18,0.74,1.71,-0.38,-1.15,1.18
The Matrix,Ciencia Ficcion,-0.79,0.26,0.45,0.06,-0.44,-0.25
The Lord of the Rings,Fantasia,1.1,1.97,1.37,1.79,-0.73,1.18
Forrest Gump,Drama,-0.52,-0.34,-0.26,2.23,1.16,1.18
Forrest Gump,Drama,-0.52,-0.62,-0.54,0.06,-0.62,-1.69
Fight Club,Drama,-0.65,-0.67,-0.57,3.09,0.66,1.18
Pulp Fiction,Crimen,0.02,0.76,0.69,-0.38,0.62,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.81,0.89,-1.25,-0.07,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.56,0.77,-0.38,-0.3,-0.25
Pulp Fiction,Crimen,0.02,0.66,0.59,0.49,-0.23,-0.25
Gladiator,Accion,0.06,-0.47,-0.49,0.49,-0.3,-1.69
Gladiator,Accion,0.06,-0.32,-0.35,0.92,0.3,-0.25
Inception,Ciencia Ficcion,-0.25,-1.57,-1.53,1.36,-0.42,-0.25
Fight Club,Drama,-0.65,0.74,0.9,-0.81,-1.72,-0.25
Forrest Gump,Drama,-0.52,-1.2,-1.14,-0.81,-1.36,-1.69
Interstellar,Ciencia Ficcion,0.69,2.42,1.92,0.06,1.04,1.18
Forrest Gump,Drama,-0.52,-0.34,-0.26,1.36,-0.58,-0.25
Titanic,Romance,1.86,-0.29,-0.58,1.36,-0.57,-1.69
Titanic,Romance,1.86,-0.34,-0.62,-0.81,0.62,1.18
Forrest Gump,Drama,-0.52,-1.35,-1.29,0.06,-1.27,-1.69
Coco,Infantil,-2.18,-0.44,0.07,-0.81,-1.55,-0.25
Avengers: Endgame,Accion,1.23,0.84,0.41,0.92,1.69,1.18
Titanic,Romance,1.86,1.97,1.11,-0.38,-1.13,-0.25
